scenario,T,S,contrast,method,hw95,sd_estimate,coverage95,power_0.02,power_0.05,power_0.10,p_equiv_M0.02_true0.00,p_equiv_M0.02_true0.02,p_equiv_M0.05_true0.00,p_equiv_M0.05_true0.02,mde80
pessimistic_p80+k=1.5+g=1.5,10,4,V1_minus_V3,crossed_RE_model,0.0648,0.0286,,0.0961,0.3454,0.8735,0.0000,0.0000,0.0000,0.0000,0.0902
pessimistic_p80+k=1.5+g=1.5,10,4,V1_minus_V3,tile_cluster_bootstrap,0.0694,0.0277,0.9790,0.0590,0.2785,0.8435,0.0000,0.0000,0.0290,0.0310,0.0945
pessimistic_p80+k=1.5+g=1.5,10,4,V1_minus_V3,target_only_bootstrap,0.0408,0.0277,0.8340,0.2660,0.6325,0.9755,0.0015,0.0020,0.4250,0.3345,0.0660
pessimistic_p80+k=1.5+g=1.5,10,4,V2_minus_V3,crossed_RE_model,0.1383,0.0611,,0.0599,0.1136,0.3101,0.0000,0.0000,0.0000,0.0000,0.1925
pessimistic_p80+k=1.5+g=1.5,10,4,V2_minus_V3,tile_cluster_bootstrap,0.1125,0.0610,0.9115,0.1030,0.1870,0.4435,0.0000,0.0000,0.0000,0.0005,0.1695
pessimistic_p80+k=1.5+g=1.5,10,4,V2_minus_V3,target_only_bootstrap,0.1050,0.0610,0.8870,0.1260,0.2160,0.4895,0.0000,0.0000,0.0005,0.0015,0.1615
pessimistic_p80+k=1.5+g=1.5,10,4,group_contribution_V3,crossed_RE_model,0.0337,0.0149,,0.2251,0.8469,1.0000,0.0000,0.0000,0.8380,0.5605,0.0469
pessimistic_p80+k=1.5+g=1.5,10,4,group_contribution_V3,tile_cluster_bootstrap,0.0346,0.0156,0.9590,0.2145,0.8355,1.0000,0.0010,0.0025,0.8075,0.5155,0.0485
pessimistic_p80+k=1.5+g=1.5,10,4,group_contribution_V3,target_only_bootstrap,0.0202,0.0156,0.7755,0.5380,0.9690,1.0000,0.1730,0.0775,0.9605,0.7585,0.0335
pessimistic_p80+k=1.5+g=1.5,10,4,V1_minus_V2,tile_RE_model,0.1255,0.0555,,0.0621,0.1276,0.3642,0.0000,0.0000,0.0000,0.0000,0.1747
pessimistic_p80+k=1.5+g=1.5,10,4,V1_minus_V2,tile_cluster_bootstrap,0.0984,0.0561,0.8900,0.1320,0.2220,0.5000,0.0000,0.0000,0.0025,0.0030,0.1490
pessimistic_p80+k=1.5+g=1.5,10,4,group_contribution_V1,tile_RE_model,0.0823,0.0364,,0.0783,0.2335,0.6873,0.0000,0.0000,0.0000,0.0000,0.1146
pessimistic_p80+k=1.5+g=1.5,10,4,group_contribution_V1,tile_cluster_bootstrap,0.0653,0.0364,0.8905,0.1450,0.3535,0.8060,0.0000,0.0000,0.0600,0.0540,0.0995
k=0.5,8,4,mean_V3,crossed_RE_model,0.0514,0.0218,,0.1257,0.5085,0.9743,0.0000,0.0000,0.3017,0.1974,0.0711
k=0.5,8,4,mean_V3,tile_cluster_bootstrap,0.0669,0.0211,0.9940,0.0320,0.2475,0.9090,0.0000,0.0000,0.0810,0.0485,0.0890
k=0.5,8,4,mean_V3,target_only_bootstrap,0.0272,0.0211,0.7795,0.3860,0.8430,0.9990,0.0500,0.0295,0.7760,0.6150,0.0465
k=0.5,8,4,V1_minus_V3,crossed_RE_model,0.0628,0.0266,,0.1004,0.3698,0.8956,0.0000,0.0000,0.0000,0.0000,0.0868
k=0.5,8,4,V1_minus_V3,tile_cluster_bootstrap,0.0703,0.0264,0.9820,0.0455,0.2525,0.8420,0.0000,0.0000,0.0435,0.0305,0.0950
k=0.5,8,4,V1_minus_V3,target_only_bootstrap,0.0385,0.0264,0.8250,0.2840,0.6600,0.9840,0.0050,0.0035,0.4805,0.3680,0.0620
k=0.5,8,4,V2_minus_V3,crossed_RE_model,0.0753,0.0319,,0.0848,0.2743,0.7677,0.0000,0.0000,0.0000,0.0000,0.1042
k=0.5,8,4,V2_minus_V3,tile_cluster_bootstrap,0.0757,0.0315,0.9710,0.0595,0.2410,0.7640,0.0000,0.0000,0.0270,0.0205,0.1045
k=0.5,8,4,V2_minus_V3,target_only_bootstrap,0.0492,0.0315,0.8475,0.2325,0.5170,0.9295,0.0020,0.0015,0.2430,0.1980,0.0770
k=0.5,8,4,group_contribution_V3,crossed_RE_model,0.0203,0.0086,,0.5187,0.9984,1.0000,0.3226,0.0360,0.9943,0.9228,0.0281
k=0.5,8,4,group_contribution_V3,tile_cluster_bootstrap,0.0272,0.0089,0.9940,0.2355,0.9855,1.0000,0.0655,0.0085,0.9935,0.7905,0.0360
k=0.5,8,4,group_contribution_V3,target_only_bootstrap,0.0147,0.0089,0.8715,0.7010,1.0000,1.0000,0.5665,0.0975,1.0000,0.9685,0.0235
k=0.5,8,4,V1_minus_V2,tile_RE_model,0.0472,0.0200,,0.1403,0.5780,0.9890,0.0000,0.0000,0.4394,0.2782,0.0653
k=0.5,8,4,V1_minus_V2,tile_cluster_bootstrap,0.0354,0.0201,0.8995,0.2635,0.7410,0.9985,0.0160,0.0070,0.6415,0.4630,0.0545
k=0.5,8,4,group_contribution_V1,tile_RE_model,0.0324,0.0137,,0.2435,0.8760,1.0000,0.0000,0.0000,0.8763,0.6030,0.0449
k=0.5,8,4,group_contribution_V1,tile_cluster_bootstrap,0.0241,0.0142,0.8700,0.3930,0.9545,1.0000,0.1035,0.0435,0.9495,0.7335,0.0375
k=0.5,12,4,mean_V3,crossed_RE_model,0.0318,0.0145,,0.2441,0.8821,1.0000,0.0000,0.0000,0.8757,0.6021,0.0445
k=0.5,12,4,mean_V3,tile_cluster_bootstrap,0.0447,0.0143,0.9960,0.0675,0.6435,0.9995,0.0000,0.0000,0.6060,0.3135,0.0580
k=0.5,12,4,mean_V3,target_only_bootstrap,0.0196,0.0143,0.8095,0.5285,0.9840,1.0000,0.2065,0.0830,0.9760,0.8100,0.0325
k=0.5,12,4,V1_minus_V3,crossed_RE_model,0.0422,0.0192,,0.1591,0.6618,0.9971,0.0000,0.0000,0.5666,0.3658,0.0590
k=0.5,12,4,V1_minus_V3,tile_cluster_bootstrap,0.0490,0.0196,0.9785,0.0860,0.5175,0.9880,0.0000,0.0000,0.3575,0.2400,0.0675
k=0.5,12,4,V1_minus_V3,target_only_bootstrap,0.0304,0.0196,0.8675,0.3150,0.8200,0.9995,0.0160,0.0080,0.7720,0.5750,0.0480
k=0.5,12,4,V2_minus_V3,crossed_RE_model,0.0527,0.0240,,0.1191,0.4777,0.9662,0.0000,0.0000,0.2235,0.1566,0.0738
k=0.5,12,4,V2_minus_V3,tile_cluster_bootstrap,0.0548,0.0240,0.9625,0.0970,0.4230,0.9615,0.0000,0.0000,0.1825,0.1220,0.0770
k=0.5,12,4,V2_minus_V3,target_only_bootstrap,0.0400,0.0240,0.8745,0.2225,0.6595,0.9880,0.0000,0.0020,0.4940,0.3600,0.0615
k=0.5,12,4,group_contribution_V3,crossed_RE_model,0.0123,0.0056,,0.9014,1.0000,1.0000,0.8972,0.0499,1.0000,0.9978,0.0172
k=0.5,12,4,group_contribution_V3,tile_cluster_bootstrap,0.0180,0.0056,0.9965,0.6420,1.0000,1.0000,0.6175,0.0030,1.0000,0.9925,0.0235
k=0.5,12,4,group_contribution_V3,target_only_bootstrap,0.0099,0.0056,0.8960,0.9595,1.0000,1.0000,0.9535,0.0810,1.0000,1.0000,0.0150
k=0.5,12,4,V1_minus_V2,tile_RE_model,0.0359,0.0163,,0.2021,0.7975,0.9998,0.0000,0.0000,0.7706,0.5029,0.0502
k=0.5,12,4,V1_minus_V2,tile_cluster_bootstrap,0.0296,0.0165,0.9085,0.2940,0.8740,1.0000,0.0270,0.0105,0.8430,0.6215,0.0450
k=0.5,12,4,group_contribution_V1,tile_RE_model,0.0247,0.0112,,0.3709,0.9816,1.0000,0.0000,0.0000,0.9781,0.8011,0.0345
k=0.5,12,4,group_contribution_V1,tile_cluster_bootstrap,0.0204,0.0111,0.9030,0.5025,0.9920,1.0000,0.2345,0.0535,0.9930,0.8495,0.0305
k=0.5,15,4,mean_V3,crossed_RE_model,0.0249,0.0116,,0.3608,0.9789,1.0000,0.0000,0.0000,0.9765,0.7866,0.0350
k=0.5,15,4,mean_V3,tile_cluster_bootstrap,0.0358,0.0113,0.9960,0.0935,0.8695,1.0000,0.0000,0.0005,0.9170,0.5105,0.0465
k=0.5,15,4,mean_V3,target_only_bootstrap,0.0162,0.0113,0.8305,0.6320,0.9985,1.0000,0.4145,0.1135,0.9990,0.9170,0.0265
k=0.5,15,4,V1_minus_V3,crossed_RE_model,0.0348,0.0162,,0.2099,0.8176,0.9999,0.0000,0.0000,0.7926,0.5232,0.0489
k=0.5,15,4,V1_minus_V3,tile_cluster_bootstrap,0.0408,0.0161,0.9795,0.1095,0.6930,0.9995,0.0000,0.0000,0.6620,0.3945,0.0565
k=0.5,15,4,V1_minus_V3,target_only_bootstrap,0.0268,0.0161,0.8810,0.3505,0.9140,1.0000,0.0365,0.0170,0.9005,0.6790,0.0420
k=0.5,15,4,V2_minus_V3,crossed_RE_model,0.0444,0.0207,,0.1470,0.6134,0.9941,0.0000,0.0000,0.4765,0.3162,0.0624
k=0.5,15,4,V2_minus_V3,tile_cluster_bootstrap,0.0464,0.0207,0.9580,0.1155,0.5670,0.9930,0.0000,0.0000,0.4050,0.2685,0.0645
k=0.5,15,4,V2_minus_V3,target_only_bootstrap,0.0358,0.0207,0.8995,0.2420,0.7460,0.9985,0.0030,0.0010,0.6430,0.4620,0.0545
k=0.5,15,4,group_contribution_V3,crossed_RE_model,0.0095,0.0044,,0.9869,1.0000,1.0000,0.9843,0.0500,1.0000,0.9999,0.0134
k=0.5,15,4,group_contribution_V3,tile_cluster_bootstrap,0.0144,0.0045,0.9985,0.8775,1.0000,1.0000,0.9035,0.0060,1.0000,1.0000,0.0190
k=0.5,15,4,group_contribution_V3,target_only_bootstrap,0.0079,0.0045,0.9115,0.9950,1.0000,1.0000,0.9960,0.0775,1.0000,1.0000,0.0120
k=0.5,15,4,V1_minus_V2,tile_RE_model,0.0313,0.0146,,0.2486,0.8902,1.0000,0.0000,0.0000,0.8828,0.6102,0.0439
k=0.5,15,4,V1_minus_V2,tile_cluster_bootstrap,0.0270,0.0144,0.9235,0.3590,0.9320,1.0000,0.0310,0.0150,0.9350,0.6675,0.0400
k=0.5,15,4,group_contribution_V1,tile_RE_model,0.0215,0.0100,,0.4597,0.9961,1.0000,0.1820,0.0287,0.9939,0.8809,0.0302
k=0.5,15,4,group_contribution_V1,tile_cluster_bootstrap,0.0184,0.0100,0.9165,0.5420,0.9990,1.0000,0.3350,0.0665,0.9990,0.9230,0.0280
k=1.5,8,4,mean_V3,crossed_RE_model,0.0514,0.0218,,0.1257,0.5085,0.9743,0.0000,0.0000,0.3017,0.1974,0.0711
k=1.5,8,4,mean_V3,tile_cluster_bootstrap,0.0667,0.0216,0.9950,0.0310,0.2535,0.9140,0.0000,0.0000,0.0780,0.0545,0.0870
k=1.5,8,4,mean_V3,target_only_bootstrap,0.0271,0.0216,0.7680,0.3965,0.8510,0.9990,0.0435,0.0310,0.7810,0.6050,0.0455
k=1.5,8,4,V1_minus_V3,crossed_RE_model,0.0628,0.0266,,0.1004,0.3698,0.8956,0.0000,0.0000,0.0000,0.0000,0.0868
k=1.5,8,4,V1_minus_V3,tile_cluster_bootstrap,0.0701,0.0262,0.9790,0.0505,0.2475,0.8435,0.0000,0.0000,0.0470,0.0350,0.0950
k=1.5,8,4,V1_minus_V3,target_only_bootstrap,0.0384,0.0262,0.8290,0.2795,0.6650,0.9875,0.0080,0.0030,0.4890,0.3815,0.0625
k=1.5,8,4,V2_minus_V3,crossed_RE_model,0.1345,0.0569,,0.0608,0.1191,0.3303,0.0000,0.0000,0.0000,0.0000,0.1860
k=1.5,8,4,V2_minus_V3,tile_cluster_bootstrap,0.1065,0.0582,0.9005,0.1165,0.2150,0.4605,0.0000,0.0000,0.0020,0.0010,0.1610
k=1.5,8,4,V2_minus_V3,target_only_bootstrap,0.0967,0.0582,0.8590,0.1585,0.2675,0.5180,0.0000,0.0000,0.0065,0.0045,0.1515
k=1.5,8,4,group_contribution_V3,crossed_RE_model,0.0203,0.0086,,0.5187,0.9984,1.0000,0.3226,0.0360,0.9943,0.9228,0.0281
k=1.5,8,4,group_contribution_V3,tile_cluster_bootstrap,0.0271,0.0087,0.9895,0.2480,0.9880,1.0000,0.0670,0.0085,0.9955,0.7975,0.0360
k=1.5,8,4,group_contribution_V3,target_only_bootstrap,0.0145,0.0087,0.8685,0.7345,1.0000,1.0000,0.6015,0.0820,1.0000,0.9745,0.0225
k=1.5,8,4,V1_minus_V2,tile_RE_model,0.1210,0.0512,,0.0634,0.1357,0.3929,0.0000,0.0000,0.0000,0.0000,0.1673
k=1.5,8,4,V1_minus_V2,tile_cluster_bootstrap,0.0890,0.0510,0.8860,0.1390,0.2520,0.5805,0.0000,0.0000,0.0155,0.0110,0.1380
k=1.5,8,4,group_contribution_V1,tile_RE_model,0.0324,0.0137,,0.2435,0.8760,1.0000,0.0000,0.0000,0.8763,0.6030,0.0449
k=1.5,8,4,group_contribution_V1,tile_cluster_bootstrap,0.0242,0.0142,0.8785,0.4030,0.9485,1.0000,0.1105,0.0405,0.9465,0.7305,0.0375
k=1.5,12,4,mean_V3,crossed_RE_model,0.0318,0.0145,,0.2441,0.8821,1.0000,0.0000,0.0000,0.8757,0.6021,0.0445
k=1.5,12,4,mean_V3,tile_cluster_bootstrap,0.0447,0.0145,0.9935,0.0565,0.6280,0.9995,0.0000,0.0000,0.6090,0.3180,0.0585
k=1.5,12,4,mean_V3,target_only_bootstrap,0.0196,0.0145,0.8095,0.5075,0.9760,1.0000,0.2015,0.0835,0.9760,0.8215,0.0330
k=1.5,12,4,V1_minus_V3,crossed_RE_model,0.0422,0.0192,,0.1591,0.6618,0.9971,0.0000,0.0000,0.5666,0.3658,0.0590
k=1.5,12,4,V1_minus_V3,tile_cluster_bootstrap,0.0487,0.0191,0.9820,0.0880,0.5125,0.9945,0.0000,0.0000,0.3590,0.2535,0.0670
k=1.5,12,4,V1_minus_V3,target_only_bootstrap,0.0303,0.0191,0.8580,0.3090,0.8285,0.9990,0.0150,0.0130,0.7895,0.5765,0.0480
k=1.5,12,4,V2_minus_V3,crossed_RE_model,0.0998,0.0453,,0.0689,0.1723,0.5209,0.0000,0.0000,0.0000,0.0000,0.1395
k=1.5,12,4,V2_minus_V3,tile_cluster_bootstrap,0.0847,0.0467,0.9190,0.1075,0.2605,0.6385,0.0000,0.0000,0.0045,0.0030,0.1250
k=1.5,12,4,V2_minus_V3,target_only_bootstrap,0.0803,0.0467,0.8950,0.1395,0.2835,0.6760,0.0000,0.0000,0.0110,0.0115,0.1200
k=1.5,12,4,group_contribution_V3,crossed_RE_model,0.0123,0.0056,,0.9014,1.0000,1.0000,0.8972,0.0499,1.0000,0.9978,0.0172
k=1.5,12,4,group_contribution_V3,tile_cluster_bootstrap,0.0180,0.0058,0.9975,0.6210,1.0000,1.0000,0.6080,0.0095,1.0000,0.9915,0.0235
k=1.5,12,4,group_contribution_V3,target_only_bootstrap,0.0099,0.0058,0.8865,0.9525,1.0000,1.0000,0.9420,0.0900,1.0000,1.0000,0.0150
k=1.5,12,4,V1_minus_V2,tile_RE_model,0.0920,0.0418,,0.0723,0.1944,0.5878,0.0000,0.0000,0.0000,0.0000,0.1286
k=1.5,12,4,V1_minus_V2,tile_cluster_bootstrap,0.0757,0.0430,0.8980,0.1325,0.2885,0.6885,0.0000,0.0000,0.0195,0.0175,0.1155
k=1.5,12,4,group_contribution_V1,tile_RE_model,0.0247,0.0112,,0.3709,0.9816,1.0000,0.0000,0.0000,0.9781,0.8011,0.0345
k=1.5,12,4,group_contribution_V1,tile_cluster_bootstrap,0.0204,0.0109,0.9185,0.4890,0.9915,1.0000,0.2345,0.0545,0.9975,0.8665,0.0310
k=1.5,15,4,mean_V3,crossed_RE_model,0.0249,0.0116,,0.3608,0.9789,1.0000,0.0000,0.0000,0.9765,0.7866,0.0350
k=1.5,15,4,mean_V3,tile_cluster_bootstrap,0.0361,0.0116,0.9970,0.0935,0.8550,1.0000,0.0000,0.0000,0.8995,0.5190,0.0475
k=1.5,15,4,mean_V3,target_only_bootstrap,0.0164,0.0116,0.8355,0.6155,0.9970,1.0000,0.3980,0.1160,0.9975,0.9215,0.0270
k=1.5,15,4,V1_minus_V3,crossed_RE_model,0.0348,0.0162,,0.2099,0.8176,0.9999,0.0000,0.0000,0.7926,0.5232,0.0489
k=1.5,15,4,V1_minus_V3,tile_cluster_bootstrap,0.0406,0.0160,0.9810,0.1135,0.7085,1.0000,0.0000,0.0000,0.6705,0.4110,0.0550
k=1.5,15,4,V1_minus_V3,target_only_bootstrap,0.0268,0.0160,0.8855,0.3300,0.9125,1.0000,0.0310,0.0160,0.9035,0.6905,0.0415
k=1.5,15,4,V2_minus_V3,crossed_RE_model,0.0861,0.0402,,0.0751,0.2130,0.6395,0.0000,0.0000,0.0000,0.0000,0.1210
k=1.5,15,4,V2_minus_V3,tile_cluster_bootstrap,0.0754,0.0399,0.9265,0.1070,0.2660,0.7085,0.0000,0.0000,0.0055,0.0080,0.1120
k=1.5,15,4,V2_minus_V3,target_only_bootstrap,0.0727,0.0399,0.9110,0.1220,0.2915,0.7370,0.0000,0.0000,0.0125,0.0145,0.1105
k=1.5,15,4,group_contribution_V3,crossed_RE_model,0.0095,0.0044,,0.9869,1.0000,1.0000,0.9843,0.0500,1.0000,0.9999,0.0134
k=1.5,15,4,group_contribution_V3,tile_cluster_bootstrap,0.0144,0.0044,0.9990,0.8740,1.0000,1.0000,0.9100,0.0070,1.0000,1.0000,0.0190
k=1.5,15,4,group_contribution_V3,target_only_bootstrap,0.0079,0.0044,0.9195,0.9915,1.0000,1.0000,0.9980,0.0765,1.0000,1.0000,0.0120
k=1.5,15,4,V1_minus_V2,tile_RE_model,0.0802,0.0374,,0.0790,0.2387,0.7016,0.0000,0.0000,0.0000,0.0000,0.1126
k=1.5,15,4,V1_minus_V2,tile_cluster_bootstrap,0.0693,0.0365,0.9265,0.1210,0.3090,0.7975,0.0000,0.0005,0.0280,0.0265,0.1005
k=1.5,15,4,group_contribution_V1,tile_RE_model,0.0215,0.0100,,0.4597,0.9961,1.0000,0.1820,0.0287,0.9939,0.8809,0.0302
k=1.5,15,4,group_contribution_V1,tile_cluster_bootstrap,0.0186,0.0098,0.9165,0.5480,0.9975,1.0000,0.3410,0.0630,0.9995,0.9225,0.0275
