frame,source_frame,target_rule,source,target,target_n,target_pos,target_retained,target_pos_retained,thermal,baseline,delta
b_win20_win20,win20,win20,montiferru_2021,bejis_2022,1900,1005,0.1250822909809085,0.9136363636363637,0.5952049806831763,0.5923021762694906,0.0029028044136857334
b_win20_win20,win20,win20,montiferru_2021,mugla_2021,932,27,0.022334052240594298,0.009275163174166953,0.36353591160220994,0.3324329854716595,0.031102926130550435
b_win20_win20,win20,win20,montiferru_2021,evia_2021_extended,1142,832,0.12282211228221122,0.3123123123123123,0.6884421526054592,0.6228055210918115,0.06563663151364763
b_full_win20,full,win20,manavgat_2021,bejis_2022,1900,1005,0.1250822909809085,0.9136363636363637,0.5497051057561355,0.5264721087300925,0.02323299702604298
b_full_win20,full,win20,manavgat_2021,mugla_2021,932,27,0.022334052240594298,0.009275163174166953,0.4966236955187231,0.44473091876406795,0.051892776754655145
b_full_win20,full,win20,manavgat_2021,evia_2021_extended,1142,832,0.12282211228221122,0.3123123123123123,0.5184669665012407,0.589977512406948,-0.07151054590570727
b_full_win20,full,win20,manavgat_2021,montiferru_2021,1732,510,0.6808176100628931,0.9461966604823747,0.5121931260229133,0.5362247681396618,-0.024031642116748464
b_full_win20,full,win20,bejis_2022,manavgat_2021,1871,865,0.09121934571693238,0.29471890971039183,0.24038428389202357,0.21706064192877417,0.023323641963249403
b_full_win20,full,win20,bejis_2022,mugla_2021,932,27,0.022334052240594298,0.009275163174166953,0.3551872314303253,0.3818702680581133,-0.02668303662778798
b_full_win20,full,win20,bejis_2022,evia_2021_extended,1142,832,0.12282211228221122,0.3123123123123123,0.57024658808933,0.575552496898263,-0.005305908808933002
b_full_win20,full,win20,bejis_2022,montiferru_2021,1732,510,0.6808176100628931,0.9461966604823747,0.5542713648470845,0.48986152562498,0.06440983922210453
b_full_win20,full,win20,mugla_2021,manavgat_2021,1871,865,0.09121934571693238,0.29471890971039183,0.330640434847562,0.40297291396131885,-0.07233247911375684
b_full_win20,full,win20,mugla_2021,bejis_2022,1900,1005,0.1250822909809085,0.9136363636363637,0.5568237027154729,0.48364045693321106,0.07318324578226182
b_full_win20,full,win20,mugla_2021,evia_2021_extended,1142,832,0.12282211228221122,0.3123123123123123,0.5969137717121589,0.6558041253101737,-0.058890353598014866
b_full_win20,full,win20,mugla_2021,montiferru_2021,1732,510,0.6808176100628931,0.9461966604823747,0.45848336061102013,0.5431934148454799,-0.08471005423445976
b_full_win20,full,win20,evia_2021_extended,manavgat_2021,1871,865,0.09121934571693238,0.29471890971039183,0.7228593755386755,0.7915144968340246,-0.06865512129534912
b_full_win20,full,win20,evia_2021_extended,bejis_2022,1900,1005,0.1250822909809085,0.9136363636363637,0.531660135078796,0.41250840768225916,0.11915172739653679
b_full_win20,full,win20,evia_2021_extended,mugla_2021,932,27,0.022334052240594298,0.009275163174166953,0.31618579905872723,0.4713321055862493,-0.15514630652752204
b_full_win20,full,win20,evia_2021_extended,montiferru_2021,1732,510,0.6808176100628931,0.9461966604823747,0.5474728025416385,0.4940807419530824,0.05339206058855617
b_full_win20,full,win20,montiferru_2021,manavgat_2021,1871,865,0.09121934571693238,0.29471890971039183,0.29835208402762614,0.31931589652834436,-0.020963812500718215
b_full_win20,full,win20,montiferru_2021,bejis_2022,1900,1005,0.1250822909809085,0.9136363636363637,0.6119491925845633,0.596600239028322,0.015348953556241218
b_full_win20,full,win20,montiferru_2021,mugla_2021,932,27,0.022334052240594298,0.009275163174166953,0.33558420298751784,0.31041538776345406,0.02516881522406378
b_full_win20,full,win20,montiferru_2021,evia_2021_extended,1142,832,0.12282211228221122,0.3123123123123123,0.7546719913151365,0.6858522022332507,0.0688197890818858
