frame,source,target,model,n,positives,prevalence,auc,ap,ap_lift,pauc01,cap10,cap10_norm,cap20,cap20_norm
ref_10km_10km,evia_2021_extended,montiferru_2021,thermal,2490,539,0.21646586345381527,0.7099218420884966,0.3342927061430073,1.5443206647422787,0.5149360684289754,0.150278293135436,0.13890312660174273,0.3079777365491651,0.14915427985648383
ref_10km_10km,evia_2021_extended,montiferru_2021,baseline,2490,539,0.21646586345381527,0.5923240923973149,0.27561575898620694,1.2732527641477833,0.5138104535637322,0.14656771799628943,0.12865197334700154,0.2820037105751391,0.11327524346488976
ref_10km_10km,montiferru_2021,manavgat_2021,thermal,8507,2935,0.3450099917714823,0.49715412056632635,0.3322427447918113,0.9629945587543234,0.4919103079023095,0.08620102214650767,-0.0726848528356066,0.17853492333901191,-0.056532663316582965
ref_10km_10km,montiferru_2021,manavgat_2021,baseline,8507,2935,0.3450099917714823,0.4163475872915319,0.28574279367710137,0.8282159951656223,0.4833660624213406,0.059965928449744466,-0.21087580760947594,0.11482112436115843,-0.2243359655419957
ref_10km_10km,montiferru_2021,bejis_2022,thermal,5601,1100,0.19639350116050705,0.6240372846438166,0.27923041425230816,1.4217905002065254,0.5272766604763003,0.15636363636363637,0.1377471672961564,0.28363636363636363,0.10454545454545452
ref_10km_10km,montiferru_2021,bejis_2022,baseline,5601,1100,0.19639350116050705,0.6610190664700774,0.28740750272122,1.4634267479468666,0.5271518609899555,0.15272727272727274,0.12886025327704956,0.24818181818181817,0.0602272727272727
ref_10km_10km,montiferru_2021,mugla_2021,thermal,18674,2911,0.15588518796187212,0.603046166950845,0.18581970055352404,1.1920292298648258,0.501431385987173,0.09859154929577464,-0.0026010277231491687,0.21951219512195122,0.02439024390243901
ref_10km_10km,montiferru_2021,mugla_2021,baseline,18674,2911,0.15588518796187212,0.6268908534008333,0.22533002814965208,1.4454870991640685,0.5301417933224114,0.17141875644108553,0.1318911374738311,0.30848505668155274,0.1356063208519409
ref_10km_10km,montiferru_2021,evia_2021_extended,thermal,5232,2664,0.5091743119266054,0.7000579726923184,0.6742598406973409,1.3242220294776608,0.5440864807256839,0.14527027027027026,0.4696261682242988,0.26876876876876876,0.3566978193146416
ref_10km_10km,montiferru_2021,evia_2021_extended,baseline,5232,2664,0.5091743119266054,0.6554973489844985,0.6119525569910607,1.2018527695860473,0.51633646066135,0.1265015015015015,0.27492211838006214,0.2575075075075075,0.2982866043613706
a1_trim_srcfull,manavgat_2021,bejis_2022,thermal,13072,922,0.07053243574051407,0.40250073645590634,0.05330394998752147,0.7557366965692849,0.47429733649621764,0.004338394793926247,-0.10629067245119306,0.03253796095444685,-0.20932754880694143
a1_trim_srcfull,manavgat_2021,bejis_2022,baseline,13072,922,0.07053243574051407,0.37796934558081824,0.05122739235519282,0.7262955237170072,0.4759130761211161,0.013015184381778741,-0.09664979513135695,0.039045553145336226,-0.20119305856832972
a1_trim_srcfull,manavgat_2021,mugla_2021,thermal,37372,2696,0.07213956973134968,0.4259884283180322,0.06041847161857975,0.8375219292765439,0.49108843541030334,0.0723293768545994,-0.03074513682822289,0.15615727002967358,-0.054803412462908034
a1_trim_srcfull,manavgat_2021,mugla_2021,baseline,37372,2696,0.07213956973134968,0.4644603537178247,0.06786284963310313,0.9407160298547218,0.4969504022214469,0.08271513353115727,-0.01920540718760304,0.18620178041543026,-0.017247774480712193
a1_trim_srcfull,manavgat_2021,evia_2021_extended,thermal,7800,2405,0.30833333333333335,0.644940664625558,0.41906860762241366,1.359141430126747,0.5303797867575244,0.16340956340956342,0.28266913809082483,0.31642411642411644,0.2594995366079703
a1_trim_srcfull,manavgat_2021,evia_2021_extended,baseline,7800,2405,0.30833333333333335,0.6215109470345801,0.38816282042328976,1.258906444616075,0.5162306873930698,0.13804573804573805,0.1696014828544949,0.26943866943866945,0.15477293790546803
a1_trim_srcfull,manavgat_2021,montiferru_2021,thermal,1969,405,0.20568816658202133,0.5716854535695115,0.25890173409892403,1.2587099121994603,0.5187594827743793,0.14814814814814814,0.1246803069053708,0.2716049382716049,0.0927109974424552
