region,scar,orientation,row,col,pool_n,collar_only_n,median_dist_km,placebo_auc,placebo_collar_only_auc
mugla_2021,6,7,5,303,1512,598,8.012022216644185,0.550476928554062,0.5894767752464452
mugla_2021,6,2,55,276,1461,563,14.602482665629157,0.7065763086043102,0.6572217838945007
mugla_2021,6,6,104,278,1350,483,19.759048560090136,0.6935967258286732,0.6665148982245357
mugla_2021,6,0,18,165,1453,563,21.534275005209718,0.7704455130184136,0.7391377856201733
mugla_2021,6,5,94,269,1158,417,18.553975315279473,0.7109098347335442,0.7263458379904391
mugla_2021,6,4,14,158,1462,576,22.504499550089978,0.7685980656574879,0.7674475367736444
mugla_2021,6,4,40,336,1478,565,11.330710480812755,0.752353259920112,0.7332487751980016
mugla_2021,6,0,72,282,1413,590,19.144842647564385,0.6867761223152935,0.6921688981196454
mugla_2021,6,5,87,296,1387,513,20.349754298271026,0.7093691183685962,0.7099419470143874
mugla_2021,6,0,64,256,1279,511,18.49932431198502,0.6842659490199366,0.7329334509499973
mugla_2021,6,7,74,288,1376,540,21.614057417706555,0.701097033865961,0.7094061512278143
mugla_2021,6,1,29,215,1344,505,19.134262462922372,0.7835261019068458,0.7144853435015274
mugla_2021,6,4,127,332,1238,480,16.121682953506387,0.8169684993442519,0.7908415390226112
mugla_2021,6,6,4,129,1363,528,16.674306582284014,0.8016278128918222,0.7981452241230689
mugla_2021,6,3,92,271,1209,412,18.117739925277657,0.7088032317791617,0.713511238342079
mugla_2021,6,7,23,194,1479,573,19.80511297619885,0.6905624771601842,0.6803437701681426
mugla_2021,6,5,25,358,1427,554,12.446385017345397,0.7765073856953809,0.7476232137073522
mugla_2021,6,2,42,112,1210,477,8.983093240163537,0.7626132520751578,0.7728383083550088
mugla_2021,6,4,99,257,1443,542,19.53746401148317,0.7163045472673482,0.6712475877494005
mugla_2021,6,4,86,266,1414,549,20.508346608954373,0.7410925134401531,0.758415938268505
mugla_2021,6,7,72,315,1304,485,14.934965248969,0.7311302707709657,0.7337600667734441
mugla_2021,6,2,74,283,1421,559,18.201373574541016,0.7105414715497608,0.7695223965897213
mugla_2021,6,3,72,299,1452,581,19.669165828411767,0.702891507073922,0.7019381056580181
mugla_2021,6,6,35,162,1479,571,17.573061770789973,0.7078382548975223,0.7185443787435764
mugla_2021,6,2,30,178,1364,506,19.833206677535333,0.7725030801414299,0.7544488025531695
mugla_2021,6,3,72,317,1325,511,13.77470507851257,0.7476631848396019,0.7444578142998454
mugla_2021,6,4,55,229,1407,547,16.93937720224684,0.7770603064701499,0.7187803775517143
mugla_2021,6,4,6,170,1285,502,24.27081580829124,0.8222300743301347,0.8234839634895865
mugla_2021,6,6,63,300,1491,591,14.958693124735195,0.7019362711645512,0.6483975533809476
mugla_2021,6,3,33,229,1324,512,16.121682953506387,0.8206081795765106,0.782820620213348
mugla_2021,6,7,51,295,1429,578,18.471938176596414,0.6764037528347623,0.6586518440559388
mugla_2021,6,7,39,191,1421,520,15.903537342365063,0.6157928047095999,0.6300685911462717
mugla_2021,6,3,86,270,1274,489,18.469197126205643,0.7035354454860551,0.69357707642534
mugla_2021,6,0,52,310,1511,598,12.98778272069563,0.6696725834036903,0.6221357844895091
mugla_2021,6,7,83,262,1324,492,15.38578749020496,0.6900761567294916,0.6424721139990394
mugla_2021,6,4,87,290,1320,473,16.09025049234178,0.7790862674888932,0.7474914531298431
mugla_2021,6,2,57,228,1380,536,15.954386848936897,0.8118074715377541,0.7751334955419837
mugla_2021,6,6,56,230,1403,545,15.717824276915682,0.8266827414215554,0.7434304298074799
mugla_2021,6,7,30,184,1492,588,14.897650821522165,0.6714835064912208,0.6304760416201491
mugla_2021,6,0,79,263,1331,549,20.36467529817257,0.7176909975389096,0.7007439426369011
mugla_2021,6,5,44,211,1296,472,20.12461179749811,0.724876408136802,0.678717130883062
mugla_2021,6,1,68,279,1424,577,21.41403271903734,0.7063262176382368,0.6646295446529814
mugla_2021,6,1,52,300,1458,573,16.333807862600146,0.710740635683905,0.672203955533661
mugla_2021,6,6,70,247,1263,508,18.45,0.6887893262368957,0.7537184048656937
mugla_2021,6,4,46,286,1494,590,12.886038956948719,0.6762447309295534,0.6218382598375551
