block,direction,source_region,target_region,metric,value,ci_low,ci_high,source_file,source_column
aoa,mugla_2021_to_manavgat_2021,mugla_2021,manavgat_2021,unweighted_fraction_target_cells_inside_support,0.9702262223303332,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",unweighted_fraction_target_cells_inside_support
aoa,mugla_2021_to_manavgat_2021,mugla_2021,manavgat_2021,target_mean_dissimilarity,0.2321812455590105,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",target_mean_dissimilarity
aoa,mugla_2021_to_manavgat_2021,mugla_2021,manavgat_2021,target_p95_dissimilarity,0.5501617268303004,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",target_p95_dissimilarity
aoa,mugla_2021_to_manavgat_2021,mugla_2021,manavgat_2021,raw_thermal_roc_auc,0.4009996658469744,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_roc_auc
aoa,mugla_2021_to_manavgat_2021,mugla_2021,manavgat_2021,raw_thermal_pr_auc,0.0287387742102901,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_pr_auc
aoa,mugla_2021_to_bejis_2022,mugla_2021,bejis_2022,fraction_inside_weighted_aoa,0.0050032916392363,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",fraction_inside_weighted_aoa
aoa,mugla_2021_to_bejis_2022,mugla_2021,bejis_2022,unweighted_fraction_target_cells_inside_support,0.9075707702435812,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",unweighted_fraction_target_cells_inside_support
aoa,mugla_2021_to_bejis_2022,mugla_2021,bejis_2022,target_mean_dissimilarity,0.4663418199185415,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",target_mean_dissimilarity
aoa,mugla_2021_to_bejis_2022,mugla_2021,bejis_2022,target_p95_dissimilarity,0.8549570643567039,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",target_p95_dissimilarity
aoa,mugla_2021_to_bejis_2022,mugla_2021,bejis_2022,raw_thermal_roc_auc,0.5831912381443964,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_roc_auc
aoa,mugla_2021_to_bejis_2022,mugla_2021,bejis_2022,raw_thermal_pr_auc,0.0882719168819328,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_pr_auc
aoa,mugla_2021_to_evia_2021_extended,mugla_2021,evia_2021_extended,fraction_inside_weighted_aoa,0.5809851580985158,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",fraction_inside_weighted_aoa
aoa,mugla_2021_to_evia_2021_extended,mugla_2021,evia_2021_extended,unweighted_fraction_target_cells_inside_support,0.9509571950957196,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",unweighted_fraction_target_cells_inside_support
aoa,mugla_2021_to_evia_2021_extended,mugla_2021,evia_2021_extended,target_mean_dissimilarity,0.2012591791587566,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",target_mean_dissimilarity
aoa,mugla_2021_to_evia_2021_extended,mugla_2021,evia_2021_extended,target_p95_dissimilarity,0.4325624797191889,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",target_p95_dissimilarity
aoa,mugla_2021_to_evia_2021_extended,mugla_2021,evia_2021_extended,raw_thermal_roc_auc,0.6534051763551312,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_roc_auc
aoa,mugla_2021_to_evia_2021_extended,mugla_2021,evia_2021_extended,raw_thermal_pr_auc,0.3787524641133996,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_pr_auc
aoa,evia_2021_extended_to_manavgat_2021,evia_2021_extended,manavgat_2021,fraction_inside_weighted_aoa,0.4067136949647287,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",fraction_inside_weighted_aoa
aoa,evia_2021_extended_to_manavgat_2021,evia_2021_extended,manavgat_2021,unweighted_fraction_target_cells_inside_support,0.8994891753831185,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",unweighted_fraction_target_cells_inside_support
aoa,evia_2021_extended_to_manavgat_2021,evia_2021_extended,manavgat_2021,target_mean_dissimilarity,0.3494944693248878,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",target_mean_dissimilarity
aoa,evia_2021_extended_to_manavgat_2021,evia_2021_extended,manavgat_2021,target_p95_dissimilarity,0.7555216197703724,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",target_p95_dissimilarity
aoa,evia_2021_extended_to_manavgat_2021,evia_2021_extended,manavgat_2021,raw_thermal_roc_auc,0.6857777670301659,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_roc_auc
aoa,evia_2021_extended_to_manavgat_2021,evia_2021_extended,manavgat_2021,raw_thermal_pr_auc,0.0937917104825443,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_pr_auc
aoa,evia_2021_extended_to_bejis_2022,evia_2021_extended,bejis_2022,fraction_inside_weighted_aoa,0.0728768926925609,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",fraction_inside_weighted_aoa
aoa,evia_2021_extended_to_bejis_2022,evia_2021_extended,bejis_2022,unweighted_fraction_target_cells_inside_support,0.8562211981566821,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",unweighted_fraction_target_cells_inside_support
aoa,evia_2021_extended_to_bejis_2022,evia_2021_extended,bejis_2022,target_mean_dissimilarity,0.4862588199588097,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",target_mean_dissimilarity
aoa,evia_2021_extended_to_bejis_2022,evia_2021_extended,bejis_2022,target_p95_dissimilarity,0.8844110397496701,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",target_p95_dissimilarity
aoa,evia_2021_extended_to_bejis_2022,evia_2021_extended,bejis_2022,raw_thermal_roc_auc,0.4480079359958707,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_roc_auc
aoa,evia_2021_extended_to_bejis_2022,evia_2021_extended,bejis_2022,raw_thermal_pr_auc,0.0591842483213908,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_pr_auc
